artwork,imageUrl,caption,g
https://w3id.org/spice/imma/documentation/untitled-a-series-of-etchings-pub-paragonpress-series-of-15-etchings,https://imma.ie/wp-content/uploads/2019/10/6159.jpg,"Anish Kapoor, Untitled (a series of etchings pub. ParagonPress) Series of 15 Etchings, 1994, Spit bite etching, 50 x 58 cm, Collection Irish Museum of Modern Art, Loan, Weltkunst Foundation, 1995 ",artworks/untitled-a-series-of-etchings-pub-paragonpress-series-of-15-etchings.jsonld
https://w3id.org/spice/imma/documentation/goat-and-mountain,https://imma.ie/wp-content/uploads/2018/11/1357.jpg,"John Luke, Goat and Mountain, 1935, Tempera on board, 31.5 x 41 cm Framed: 41.5 x 51 x 3.5 cm, Collection Irish Museum of Modern Art, Heritage Gift from the McClelland Collection by Noel and Anne Marie Smyth, 2004 ",artworks/goat-and-mountain.jsonld
https://w3id.org/spice/imma/documentation/woman-carnmoon,https://imma.ie/wp-content/uploads/2018/11/1497.jpg,"Colin Middleton, Woman: Carnmoon, 1958, Oil on canvas, 76 x 61 cm, Collection Irish Museum of Modern Art, Heritage Gift from the McClelland Collection by Noel and Anne Marie Smyth, 2003 ",artworks/woman-carnmoon.jsonld
https://w3id.org/spice/imma/documentation/self-portrait-with-hat,https://imma.ie/wp-content/uploads/2018/11/6070.jpg,"Brian Bourke, Self Portrait with hat, 2004, Etching, Sheet: 51x41.5 cm Plate: 28x21 cm, Collection Irish Museum of Modern Art, Donation, Graphic Studio Dublin, 2011 ",artworks/self-portrait-with-hat.jsonld
https://w3id.org/spice/imma/documentation/cockfeather-mask-performance-ii,https://imma.ie/wp-content/uploads/2019/10/7150.jpg,"Rebecca Horn, Cockfeather Mask, Performance II, 1970, Chromogenic print from digital file, 40 x 30 cm, Collection Irish Museum of Modern Art, Donated by the artist, 2001 ",artworks/cockfeather-mask-performance-ii.jsonld
https://w3id.org/spice/imma/documentation/the-troubles-an-artists-document-of-ulster-48,https://imma.ie/wp-content/uploads/2018/11/5692.jpg,"Les Levine, The Troubles: an Artist’s Document of Ulster, 1972, Archival cibachrome, 27.9 x 35.6 cm, Collection Irish Museum of Modern Art, Donated by the artist in memory of his parents Muriel McMahon and Charles Levine, 2010 ",artworks/the-troubles-an-artists-document-of-ulster-48.jsonld
https://w3id.org/spice/imma/documentation/we-are-not-afraid-campaign-nyc-subways,https://imma.ie/wp-content/uploads/2021/03/7221.jpg,"Les Levine, ”We Are Not Afraid” campaign, NYC subways, 1981, Unique cibachrome, 50.8 x 60.96 cm, Collection Irish Museum of Modern Art, Donated by Barbara and Donald Seligman, 2014 ",artworks/we-are-not-afraid-campaign-nyc-subways.jsonld
https://w3id.org/spice/imma/documentation/errigal-co-donegal,https://imma.ie/wp-content/uploads/2021/09/3477.jpg,"Paul Henry, Errigal, Co. Donegal, 1920, Oil on canvas, 36 x 38 cm Framed: 53.5 x 57.5 cm, Collection Irish Museum of Modern Art, Heritage Gift by the Bank of Ireland from the Bank of Ireland collection, 2008 ",artworks/errigal-co-donegal.jsonld
https://w3id.org/spice/imma/documentation/lant,https://imma.ie/wp-content/uploads/2018/11/2047.jpg,"Victor Vasarely, Lant, 1968, Acrylic on canvas, 160 x 160 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/lant.jsonld
https://w3id.org/spice/imma/documentation/body-soul-portfolio-2-9-prints,https://imma.ie/wp-content/uploads/2018/11/2306.jpg,"Antony Gormley, Body &amp; Soul Portfolio (2/9 prints), 1990, Etching, 50 x 58.1 cm, Collection Irish Museum of Modern Art, Loan, Weltkunst Foundation, 1994 ",artworks/body-soul-portfolio-2-9-prints.jsonld
https://w3id.org/spice/imma/documentation/cry-of-faust,https://imma.ie/wp-content/uploads/2021/07/1067.jpg,"Patrick Hall, Cry of Faust, 1984, Oil on canvas, 182.9 x 304 cm, Collection Irish Museum of Modern Art, Donation, Vincent &amp; Noeleen Ferguson, 1996 ",artworks/cry-of-faust.jsonld
https://w3id.org/spice/imma/documentation/window-ii,https://imma.ie/wp-content/uploads/2018/11/2177.jpg,"Basil Blackshaw, Window II, 2001, Acrylic, collaged canvas on canvas, 183 x 122 cm, Collection Irish Museum of Modern Art, Heritage Gift by the Family of the late Vincent Ferguson, 2008 ",artworks/window-ii.jsonld
https://w3id.org/spice/imma/documentation/gate,https://imma.ie/wp-content/uploads/2018/11/289.jpg,"Paul Seawright, Gate, 1997, C-type photograph on aluminium, 160 x 160 cm, Collection Irish Museum of Modern Art, Purchase, 1997 ",artworks/gate.jsonld
https://w3id.org/spice/imma/documentation/between-the-eyes-t11,https://imma.ie/wp-content/uploads/2018/11/2750.jpg,"Richard Deacon, Between the Eyes, T11, 1987, Pencil on paper, 32.5 x 50.5 cm, Collection Irish Museum of Modern Art, Loan, Weltkunst Foundation, 1994 ",artworks/between-the-eyes-t11.jsonld
https://w3id.org/spice/imma/documentation/eight-years-and-three-days-ago,https://imma.ie/wp-content/uploads/2018/11/5557.jpg,"Gerard Byrne, Eight years and three days ago, 2007, Silver gelatin print, 125 x 157.7 cm, Collection Irish Museum of Modern Art, Donation, 2011 ",artworks/eight-years-and-three-days-ago.jsonld
https://w3id.org/spice/imma/documentation/bella-in-her-pluto-t-shirt,https://imma.ie/wp-content/uploads/2019/05/7591.jpg,"Lucian Freud, Bella in her Pluto T-Shirt, 1995, Etching, Plate: 68 x 59.2 cm Sheet: 83.2 x 71.4 cm Framed: 91 x 80.5 x 2.5 cm, Collection Irish Museum of Modern Art, On Loan, Private Collection ",artworks/bella-in-her-pluto-t-shirt.jsonld
https://w3id.org/spice/imma/documentation/literally-based-on-h-z,https://imma.ie/wp-content/uploads/2018/11/344.jpg,"Liam Gillick, Literally Based on H.Z., 2006, Mdf, deal, water cut painted aluminium, powder coated aluminium, various transparent and opaque Plexiglas sheets, Slotted Brise Soleil detail, black Plexiglas, red Plexiglas, Dimensions variable, Collection Irish Museum of Modern Art, Purchase, 2007 ",artworks/literally-based-on-h-z.jsonld
https://w3id.org/spice/imma/documentation/tournament,https://imma.ie/wp-content/uploads/2019/10/5260.jpg,"Martin Gale, Tournament, 2010, Etching with aquatint on 300 gsm Zerkall, 23.5 x 34 cm, Collection Irish Museum of Modern Art, IMMA Editions, Donated by the artist, 2010 ",artworks/tournament.jsonld
https://w3id.org/spice/imma/documentation/madonna-irlanda,https://imma.ie/wp-content/uploads/2018/11/4009.jpg,"Micheal Farrell, Madonna Irlanda, 1978, Mixed Media, 56.2 x 76.5 cm, Collection Irish Museum of Modern Art, Acquired with the assistance of the Friends of the National Collections of Ireland, 2002 ",artworks/madonna-irlanda.jsonld
https://w3id.org/spice/imma/documentation/laboratory-still-life-2-state-2,https://imma.ie/wp-content/uploads/2020/03/932.jpg,"Tony Cragg, Laboratory Still Life 2, State 2, 1988, Aquatint Etching, Framed: 57.5 x 115.5 cm, Collection Irish Museum of Modern Art, Loan, Weltkunst Foundation, 1994 ",artworks/laboratory-still-life-2-state-2.jsonld
https://w3id.org/spice/imma/documentation/nostalgia,https://imma.ie/wp-content/uploads/2019/10/1937.jpg,"Josef Herman, Nostalgia, 1982, Ink, wash and pencil on paper, 20.4 x 25.7 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/nostalgia.jsonld
https://w3id.org/spice/imma/documentation/the-troubles-an-artists-document-of-ulster-52,https://imma.ie/wp-content/uploads/2018/11/5696.jpg,"Les Levine, The Troubles: an Artist’s Document of Ulster, 1972, Archival cibachrome, 27.9 x 35.6 cm, Collection Irish Museum of Modern Art, Donated by the artist in memory of his parents Muriel McMahon and Charles Levine, 2010 ",artworks/the-troubles-an-artists-document-of-ulster-52.jsonld
https://w3id.org/spice/imma/documentation/the-troubles-an-artists-document-of-ulster-3,https://imma.ie/wp-content/uploads/2018/11/5646.jpg,"Les Levine, The Troubles: an Artist’s Document of Ulster, 1972, Archival cibachrome, 27.9 x 35.6 cm, Collection Irish Museum of Modern Art, Donated by the artist in memory of his parents Muriel McMahon and Charles Levine, 2010 ",artworks/the-troubles-an-artists-document-of-ulster-3.jsonld
https://w3id.org/spice/imma/documentation/unknown-2,https://imma.ie/wp-content/uploads/2020/02/740.jpg,"Gene Lambert, Unknown 2, 1985, Black and white photographs, 33 x 24 cm, Collection Irish Museum of Modern Art, Purchase, 1991 ",artworks/unknown-2.jsonld
https://w3id.org/spice/imma/documentation/loss-memory-old-training-shoes,https://imma.ie/wp-content/uploads/2018/11/3709.jpg,"Amelia Stein, Loss &amp; Memory – Old Training Shoes, 2002, Photograph, 25 x 25 cm, Collection Irish Museum of Modern Art, Donation, in memory of Mona and Mendel Stein, 2004 ",artworks/loss-memory-old-training-shoes.jsonld
https://w3id.org/spice/imma/documentation/between-the-eyes-t25b,https://imma.ie/wp-content/uploads/2018/11/6720.jpg,"Richard Deacon, Between the Eyes, T25B, 1988, Pencil on paper, 28 x 36.2 cm, Collection Irish Museum of Modern Art, Loan, Weltkunst Foundation, 1994 ",artworks/between-the-eyes-t25b.jsonld
https://w3id.org/spice/imma/documentation/film,https://imma.ie/wp-content/uploads/2018/11/68.jpg,"Michael Craig-Martin, Film, 1963, 16 mm Bolex transferred to DVD, Dimensions variable, Collection Irish Museum of Modern Art, Gift, the artist, 2005 ",artworks/film.jsonld
https://w3id.org/spice/imma/documentation/divis-flats,https://imma.ie/wp-content/uploads/2018/11/286.jpg,"Brian Maguire, Divis Flats, 1986, Acrylic on canvas, 180.4 x 124.5 cm, Collection Irish Museum of Modern Art, Donation, Vincent &amp; Noeleen Ferguson, 1996 ",artworks/divis-flats.jsonld
https://w3id.org/spice/imma/documentation/information-for-the-people,https://imma.ie/wp-content/uploads/2019/01/3585.jpg,"Noel Sheridan, Information for the People, 1975, Perspex and books, 30 x 23.2 x 16 cm, Collection Irish Museum of Modern Art, Heritage Gift, 2002 ",artworks/information-for-the-people.jsonld
https://w3id.org/spice/imma/documentation/the-troubles-an-artists-document-of-ulster-60,https://imma.ie/wp-content/uploads/2018/11/5704.jpg,"Les Levine, The Troubles: an Artist’s Document of Ulster, 1972, Archival cibachrome, 27.9 x 35.6 cm, Collection Irish Museum of Modern Art, Donated by the artist in memory of his parents Muriel McMahon and Charles Levine, 2010 ",artworks/the-troubles-an-artists-document-of-ulster-60.jsonld
https://w3id.org/spice/imma/documentation/the-tain-the-boy-cuchulainn-hurling,https://imma.ie/wp-content/uploads/2019/10/151.jpg,"Louis le Brocquy, The Táin. The boy Cúchulainn hurling, 1969, Aubusson Tapestry, Atelier René Duché, 2000, 184 x 129 cm, Collection Irish Museum of Modern Art, Heritage Gift by Brian Timmons, 2001 ",artworks/the-tain-the-boy-cuchulainn-hurling.jsonld
https://w3id.org/spice/imma/documentation/frieze,https://imma.ie/wp-content/uploads/2018/11/1686.jpg,"Martin &amp; Hobbs, Frieze, 2003, Pigment print (an inkjet print on watercolour paper), 222 x 975 cm, Collection Irish Museum of Modern Art, Purchase, 2004 ",artworks/frieze.jsonld
https://w3id.org/spice/imma/documentation/pink-office,https://imma.ie/wp-content/uploads/2018/11/3575.jpg,"Noel Sheridan, Pink Office, 1967, Acrylic, 92 x 124 cm, Collection Irish Museum of Modern Art, Heritage Gift, 2002 ",artworks/pink-office.jsonld
https://w3id.org/spice/imma/documentation/gedser,https://imma.ie/wp-content/uploads/2021/01/Gedser-2.png,"Wolfgang Tillmans, Gedser, 2004, unframed inkjet print, 203 x 138 cm, Collection Irish Museum of Modern Art, Purchase, 2019, 2019 ",artworks/gedser.jsonld
https://w3id.org/spice/imma/documentation/the-troubles-an-artists-document-of-ulster-27,https://imma.ie/wp-content/uploads/2018/11/5671.jpg,"Les Levine, The Troubles: an Artist’s Document of Ulster, 1972, Archival cibachrome, 27.9 x 35.6 cm, Collection Irish Museum of Modern Art, Donated by the artist in memory of his parents Muriel McMahon and Charles Levine, 2010 ",artworks/the-troubles-an-artists-document-of-ulster-27.jsonld
https://w3id.org/spice/imma/documentation/couleur-additive,https://imma.ie/wp-content/uploads/2020/02/1902.jpg,"Carlos Cruz-Diez, Couleur Additive, 1973, Screenprint on paper, 30.2 x 22.4 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/couleur-additive.jsonld
https://w3id.org/spice/imma/documentation/three-studies-for-a-crucifixion-i,https://imma.ie/wp-content/uploads/2018/11/2194.jpg,"Hughie O'Donoghue, Three Studies for a Crucifixion I, 1996, Three carborundum etchings, 245 x 488 cm, Collection Irish Museum of Modern Art, Gift, The American Ireland Fund, 2010 ",artworks/three-studies-for-a-crucifixion-i.jsonld
https://w3id.org/spice/imma/documentation/dogon-series-8,https://imma.ie/wp-content/uploads/2018/11/711.jpg,"Michael Mulcahy, Dogon Series 8, 1988, Acrylic oil and gold leaf on canvas, 198 x 229 cm, Collection Irish Museum of Modern Art, Donation, Maire and Maurice Foley, 2000 ",artworks/dogon-series-8.jsonld
https://w3id.org/spice/imma/documentation/riders,https://imma.ie/wp-content/uploads/2018/11/977.jpg,"Ferenc Martyn, Riders, 1964, India Ink Wash Drawings, 59 x 44 cm, Collection Irish Museum of Modern Art, Donated, 1989 ",artworks/riders.jsonld
https://w3id.org/spice/imma/documentation/drawing-with-vanishing-point-2,https://imma.ie/wp-content/uploads/2018/11/901.jpg,"Mark Manders, Drawing with Vanishing Point, 2005, Pencil on paper, 65 x 50 cm, Collection Irish Museum of Modern Art, Donation, the artist, 2005 ",artworks/drawing-with-vanishing-point-2.jsonld
https://w3id.org/spice/imma/documentation/untitled-magical-being,https://imma.ie/wp-content/uploads/2021/07/9536.jpg,"Rajinder Singh, UNTITLED (MAGICAL BEING), 2018, Fabric, brass rods and found object, 35 x 35 x 40 cm, Collection Irish Museum of Modern Art, Purchase, 2021, 2021 ",artworks/untitled-magical-being.jsonld
https://w3id.org/spice/imma/documentation/yagul-light-of-the-leaves-10,https://imma.ie/wp-content/uploads/2018/11/763.jpg,"Jan Hendrix, Yagul – Light of the Leaves, 1999, Screenprint, 37.1 x 25.4 cm, Collection Irish Museum of Modern Art, Purchase, 1999 ",artworks/yagul-light-of-the-leaves-10.jsonld
https://w3id.org/spice/imma/documentation/the-field,https://imma.ie/wp-content/uploads/2021/07/6148.jpg,"Apichatpong Weerasethakul, The Field, 2009, Inkjet print mounted on diabond, 147 x 222 cm Framed: 152.2 x 227 x 5 cm, Collection Irish Museum of Modern Art, Donation, 2011 ",artworks/the-field.jsonld
https://w3id.org/spice/imma/documentation/kestrel-over-motorway-near-london,https://imma.ie/wp-content/uploads/2018/11/7122.jpg,"Elinor Wiltshire, Kestrel over Motorway, near London, 1987, Wool, Framed: 35 x 31 cm, Collection Irish Museum of Modern Art, Donation, Elinor Vere O’Brien Wiltshire, 2013 ",artworks/kestrel-over-motorway-near-london.jsonld
https://w3id.org/spice/imma/documentation/chandelier,https://imma.ie/wp-content/uploads/2019/10/1662.jpg,"Stephen Brandes, Chandelier, 2004, Permanent marker, biro and oil on vinyl, 276.9 x 398.8 cm, Collection Irish Museum of Modern Art, Purchase, 2004 ",artworks/chandelier.jsonld
https://w3id.org/spice/imma/documentation/the-wild-geese-v,https://imma.ie/wp-content/uploads/2018/11/908.jpg,"Sidney Nolan, The Wild Geese V, 1989, Oil on canvas, 152.4 x 121.92 cm, Collection Irish Museum of Modern Art, Donated by the artist, 1991 ",artworks/the-wild-geese-v.jsonld
https://w3id.org/spice/imma/documentation/ledas-choice,https://imma.ie/wp-content/uploads/2018/11/7166.jpg,"Alice Maher, Leda’s Choice, 2013, Silk handkerchief. Printed by Glasgow School of Art, Centre for Advanced Textiles. Sewn by Fashion Hothouse, Dublin, 28 x 28 cm, Collection Irish Museum of Modern Art, IMMA Editions, Donated by the artist, 2013 ",artworks/ledas-choice.jsonld
https://w3id.org/spice/imma/documentation/portrait-of-christopher-bramham,https://imma.ie/wp-content/uploads/2020/08/7564.jpg,"Lucian Freud, Portrait of Christopher Bramham, 1989, Oil on canvas, 31.7 x 27.2 cm Framed: 41 x 38 x 5 cm, Collection Irish Museum of Modern Art, On Loan, Private Collection ",artworks/portrait-of-christopher-bramham.jsonld
https://w3id.org/spice/imma/documentation/figure-and-poppyfield,https://imma.ie/wp-content/uploads/2018/11/274.jpg,"Eithne Jordan, Figure and Poppyfield, 1992, Oil on canvas, 51 x 51 cm, Collection Irish Museum of Modern Art, Purchase, 1993 ",artworks/figure-and-poppyfield.jsonld
https://w3id.org/spice/imma/documentation/macho-men,https://imma.ie/wp-content/uploads/2021/04/9475.jpg,"Leanne McDonagh, Macho Men, 2014, Pigment on Hahnemuhle, 42 x 59.4 cm, Collection Irish Museum of Modern Art, Purchase, 2020, 2020 ",artworks/macho-men.jsonld
https://w3id.org/spice/imma/documentation/with-brother-with-husband-with-father,https://imma.ie/wp-content/uploads/2021/05/9095.jpg,"Kathy Prendergast, With brother, with husband, with father, 2006, water colour on paper, 3 times 11.5 x 15 cm Framed: 3 times 25 x 20.5 x 4 cm, Collection Irish Museum of Modern Art, 2018 ",artworks/with-brother-with-husband-with-father.jsonld
https://w3id.org/spice/imma/documentation/portal-2,https://imma.ie/wp-content/uploads/2020/02/1549.jpg,"Ann Hamilton, Portal, 1999, Black and white photograph, 4.4 x 5.1 cm, Collection Irish Museum of Modern Art, Purchase, 2002 ",artworks/portal-2.jsonld
https://w3id.org/spice/imma/documentation/red-rain-seascape,https://imma.ie/wp-content/uploads/2020/02/1007.jpg,"Mary Farl Powers, Red Rain Seascape, 1977, Colour etching on paper, 48 x 38 cm, Collection Irish Museum of Modern Art, Donation, Powers Family, 2009 ",artworks/red-rain-seascape.jsonld
https://w3id.org/spice/imma/documentation/dialogue,https://imma.ie/wp-content/uploads/2018/11/5218.jpg,"John Wilson, Dialogue, 1973, Etching, aquatint, 56.2 x 75.6 cm, Collection Irish Museum of Modern Art, Donation, Novak/O'Doherty Collection, 2015 ",artworks/dialogue.jsonld
https://w3id.org/spice/imma/documentation/protestant-women-from-springmartin-estates-belfast-we-are-the-ones-who-should-get-the-sympathy,https://imma.ie/wp-content/uploads/2018/11/5628.jpg,"Les Levine, Protestant women from Springmartin Estates, Belfast. “We are the ones who should get the sympathy.”, 1979, Etched on zinc; printed in black ink on white German etching paper, 55.9 x 76.2 cm, Collection Irish Museum of Modern Art, Donated by the artist in memory of his sister June Levine, 2010 ",artworks/protestant-women-from-springmartin-estates-belfast-we-are-the-ones-who-should-get-the-sympathy.jsonld
https://w3id.org/spice/imma/documentation/waiting-out,https://imma.ie/wp-content/uploads/2021/04/9513.jpg,"Sandra Johnston, Waiting Out, 2017, Collection Irish Museum of Modern Art, Purchase, 2021, 2021 ",artworks/waiting-out.jsonld
https://w3id.org/spice/imma/documentation/the-tain-the-morrigan-in-bird-shape,https://imma.ie/wp-content/uploads/2018/12/148.jpg,"Louis le Brocquy, The Táin. The Morrígan in bird shape, 1969, Aubusson Tapestry, Atelier René Duché, 1999, 184 x 129 cm, Collection Irish Museum of Modern Art, Heritage Gift by Brian Timmons, 2001 ",artworks/the-tain-the-morrigan-in-bird-shape.jsonld
https://w3id.org/spice/imma/documentation/the-bakers-wife,https://imma.ie/wp-content/uploads/2019/08/2066.jpg,"Paula Rego, The Baker’s Wife, 1989, Etching and aquatint on hand-made paper, 33.5 x 26.3 cm, Collection Irish Museum of Modern Art, Purchase, 1997 ",artworks/the-bakers-wife.jsonld
https://w3id.org/spice/imma/documentation/nude-before-mirror,https://imma.ie/wp-content/uploads/2020/01/93.jpg,"John Kelly, Nude Before Mirror, 1973, Etching, 26 x 21 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/nude-before-mirror.jsonld
https://w3id.org/spice/imma/documentation/billboard-iii,https://imma.ie/wp-content/uploads/2021/04/9502.jpg,"Eithne Jordan, Billboard III, 2012, Oil on linen, 73 x 100 cm, Collection Irish Museum of Modern Art, Purchase, 2021, 2021 ",artworks/billboard-iii.jsonld
https://w3id.org/spice/imma/documentation/still-2,https://imma.ie/wp-content/uploads/2018/11/3803.jpg,"Stanley Hayter, Still, 1973, 3 coloured etchings, 37.5 x 27.5 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/still-2.jsonld
https://w3id.org/spice/imma/documentation/the-tain-horseman,https://imma.ie/wp-content/uploads/2019/03/145.jpg,"Louis le Brocquy, The Táin. Horseman, 1969, Aubusson Tapestry, Atelier René Duché, 2000, 184 x 129 cm, Collection Irish Museum of Modern Art, Heritage Gift by Brian Timmons, 2001 ",artworks/the-tain-horseman.jsonld
https://w3id.org/spice/imma/documentation/ancestors,https://imma.ie/wp-content/uploads/2018/11/911.jpg,"Patrick Hall, Ancestors, 1991, Oil on canvas, 152 x 157 cm, Collection Irish Museum of Modern Art, Purchase, 1992 ",artworks/ancestors.jsonld
https://w3id.org/spice/imma/documentation/through-black,https://imma.ie/wp-content/uploads/2019/10/1131.jpg,"Michael Coleman, Through Black, 1979, Mixed media, Framed: 171.6 x 190 cm 150 x 173 cm, Collection Irish Museum of Modern Art, Purchase, 1997 ",artworks/through-black.jsonld
https://w3id.org/spice/imma/documentation/untitled-zalla,https://imma.ie/wp-content/uploads/2020/02/1463.jpg,"Patrick Michael Fitzgerald, Untitled (Zalla), 2002, Pencil and coloured pencil on paper, 29 x 23 cm (each), Collection Irish Museum of Modern Art, Purchase, 2005 ",artworks/untitled-zalla.jsonld
https://w3id.org/spice/imma/documentation/the-great-wallenda,https://imma.ie/wp-content/uploads/2018/11/2073.jpg,"João Penalva, The Great Wallenda, 1997, Video (colour, sound), photographs, wall drawings, Collection Irish Museum of Modern Art, Purchase, 2006 ",artworks/the-great-wallenda.jsonld
https://w3id.org/spice/imma/documentation/idrone,https://imma.ie/wp-content/uploads/2018/11/1316.jpg,"Cecil King, Idrone, 1972, Oil on canvas, 91.5 x 229 cm, Collection Irish Museum of Modern Art, Heritage Gift by Bank of Ireland, 1999 ",artworks/idrone.jsonld
https://w3id.org/spice/imma/documentation/dog-with-altarpiece,https://imma.ie/wp-content/uploads/2018/11/246.jpg,"John Kindness, Dog with Altarpiece, 1985, Chalk on sandpaper, 64 x 64 cm, Collection Irish Museum of Modern Art, Donated by the Artist, 1991 ",artworks/dog-with-altarpiece.jsonld
https://w3id.org/spice/imma/documentation/easter,https://imma.ie/wp-content/uploads/2018/11/1779.jpg,"Cecil King, Easter, 1974, Oil on canvas, 228.8 x 142.3 cm, Collection Irish Museum of Modern Art, Heritage Gift, P.J. Carroll &amp; Co. Ltd. Art Collection, 2005 ",artworks/easter.jsonld
https://w3id.org/spice/imma/documentation/st-martins-gouache,https://imma.ie/wp-content/uploads/2020/03/1149.jpg,"Tony O'Malley, St Martin’s Gouache, 1978, Gouache, gold leaf, collage on paper, 17 x 24 cm, Collection Irish Museum of Modern Art, Donation, Maire and Maurice Foley, 2000 ",artworks/st-martins-gouache.jsonld
https://w3id.org/spice/imma/documentation/open-space-and-field,https://imma.ie/wp-content/uploads/2018/11/7390.jpg,"Maria Simonds-Gooding, Open Space and Field, 1978, Fresco pigment on plaster, 122 x 151 x 4 cm, Collection Irish Museum of Modern Art, Donation, 2014 ",artworks/open-space-and-field.jsonld
https://w3id.org/spice/imma/documentation/greetings,https://imma.ie/wp-content/uploads/2018/11/1043.jpg,"Caroline McCarthy, Greetings, 1996, Two-channel video, Dimensions variable, Collection Irish Museum of Modern Art, Purchase, 1996 ",artworks/greetings.jsonld
https://w3id.org/spice/imma/documentation/untitled-zalla-3,https://imma.ie/wp-content/uploads/2020/02/1749.jpg,"Patrick Michael Fitzgerald, Untitled (Zalla), 2002, Pencil and coloured pencil on paper, 29 x 23 cm, Collection Irish Museum of Modern Art, Purchase, 2005 ",artworks/untitled-zalla-3.jsonld
https://w3id.org/spice/imma/documentation/37-22-15,https://imma.ie/wp-content/uploads/2018/11/227.jpg,"Jacob Maendel, 37 22 15, 2003, Stainless steel, 281.94 x 167.64 x 114.30 cm, Collection Irish Museum of Modern Art, Donation, 2004 ",artworks/37-22-15.jsonld
https://w3id.org/spice/imma/documentation/ringsend-man,https://imma.ie/wp-content/uploads/2019/10/481.jpg,"Michael Kane, Ringsend Man, 1993, Oil on canvas, 122 x 183 cm, Collection Irish Museum of Modern Art, Purchase, 1994 ",artworks/ringsend-man.jsonld
https://w3id.org/spice/imma/documentation/between-the-eyes-t6,https://imma.ie/wp-content/uploads/2018/11/2745.jpg,"Richard Deacon, Between the Eyes, T6, 1987, Pencil on double sided poster, 42 x 31 cm, Collection Irish Museum of Modern Art, Loan, Weltkunst Foundation, 1994 ",artworks/between-the-eyes-t6.jsonld
https://w3id.org/spice/imma/documentation/pile-driver-harbor-dublin,https://imma.ie/wp-content/uploads/2021/09/5368-scaled.jpg,"Nevill Johnson, Pile Driver, Harbor, Dublin, 1952, Selenium toned gelatin silver prints, 34 x 27 cm, Collection Irish Museum of Modern Art, Acquired with the assistance of the Friends of the National Collections of Ireland, 2010 ",artworks/pile-driver-harbor-dublin.jsonld
https://w3id.org/spice/imma/documentation/laocoon,https://imma.ie/wp-content/uploads/2021/07/1849.jpg,"Hughie O'Donoghue, Laocoon, 2003, Oil on linen canvas in 3 panels, 305 x 468 cm, Collection Irish Museum of Modern Art, Gift, The American Ireland Fund, 2010 ",artworks/laocoon.jsonld
https://w3id.org/spice/imma/documentation/drawing-for-a-portrait-of-paddy-collins,https://imma.ie/wp-content/uploads/2018/11/1488.jpg,"Edward McGuire, Drawing for a Portrait of Paddy Collins, 1983, Ink on paper, Framed:, Collection Irish Museum of Modern Art, Purchase, 1993 ",artworks/drawing-for-a-portrait-of-paddy-collins.jsonld
https://w3id.org/spice/imma/documentation/december-in-donegal,https://imma.ie/wp-content/uploads/2018/11/1574.jpg,"Daniel O’Neill, December in Donegal, 1969, Oil on board, 45.72 x 60.96 cm, Collection Irish Museum of Modern Art, Heritage Gift from the McClelland Collection by Noel and Anne Marie Smyth, 2004 ",artworks/december-in-donegal.jsonld
https://w3id.org/spice/imma/documentation/now-here-56,https://imma.ie/wp-content/uploads/2018/11/98.jpg,"Garrett Phelan, NOW: HERE 56, 2006, Black marker on paper, Framed: 75 x 105 cm 69 x 99 cm, Collection Irish Museum of Modern Art, Purchase, 2006 ",artworks/now-here-56.jsonld
https://w3id.org/spice/imma/documentation/water-source-iii,https://imma.ie/wp-content/uploads/2018/11/7396.jpg,"Maria Simonds-Gooding, Water Source III, 2010, Aluminium with rusting lacquer finish, 85 x 119 cm, Collection Irish Museum of Modern Art, Donation, 2014 ",artworks/water-source-iii.jsonld
https://w3id.org/spice/imma/documentation/rustle-night,https://imma.ie/wp-content/uploads/2018/11/5795.jpg,"Patrick Michael Fitzgerald, Rustle (Night), 2010, Coloured pencil on paper, 32.5 x 25 cm, Collection Irish Museum of Modern Art, Donation, 2011 ",artworks/rustle-night.jsonld
https://w3id.org/spice/imma/documentation/cien-dos-cien,https://imma.ie/wp-content/uploads/2018/11/6902.jpg,"Mónica Saucedo, Cien dos Cien, 2010, Etching, aquatint, Sheet: 70 x 100 cm Plate: 40 x 60 cm, Collection Irish Museum of Modern Art, Diplomatic gift of the Federal Government of Mexico, 2011 ",artworks/cien-dos-cien.jsonld
https://w3id.org/spice/imma/documentation/barbara-novak,https://imma.ie/wp-content/uploads/2018/11/2188.jpg,"George Segal, Barbara Novak, 1993, Wood, plaster, 47 x 34 x 16.5 cm, Collection Irish Museum of Modern Art, The Novak/O'Doherty Collection at IMMA Donation, The American Ireland Fund, 2011 ",artworks/barbara-novak.jsonld
https://w3id.org/spice/imma/documentation/stack,https://imma.ie/wp-content/uploads/2018/11/244.jpg,"Kathy Prendergast, Stack, 1989, Cloth, string, paint and wood, 270 x 260 x 70 cm, Collection Irish Museum of Modern Art, Purchase, 1991 ",artworks/stack.jsonld
